id,name,value,avg_revenue,avg_bills,industry
31678,Blinds to Go,1889854.62,629951.54,535458.81,Other Services
31679,Jade Island,3534837.91,1178279.3,1001537.41,Accommodations/Food
31680,Shadai Deli & Grocery,4787846.99,1595949.0,1356556.65,Retail
31681,Dock,1889854.62,629951.54,535458.81,Other Services
31682,Callis and Callis,1889854.62,629951.54,535458.81,Other Services
31683,Walmart Garden Center,4787846.99,1595949.0,1356556.65,Retail
31684,Northeastern Jewelers,4787846.99,1595949.0,1356556.65,Retail
31685,Oakwood Dental Arts,5268371.04,1756123.68,1492705.13,Health/Social
31686,Tuxedo World,4787846.99,1595949.0,1356556.65,Retail
31687,Plides Optical,4787846.99,1595949.0,1356556.65,Retail
31688,Gino's Villa Monte Pizzeria & Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31689,Garden Nails,4787846.99,1595949.0,1356556.65,Retail
31690,Petland,4787846.99,1595949.0,1356556.65,Retail
31691,Amazing City Super Store,4787846.99,1595949.0,1356556.65,Retail
31692,Frank's Pizza at Shadyside,3534837.91,1178279.3,1001537.41,Accommodations/Food
31693,Pa De Thai Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31694,Old River Cleaners,4787846.99,1595949.0,1356556.65,Retail
31695,Cafe Archetypus,3534837.91,1178279.3,1001537.41,Accommodations/Food
31696,Food for Life,3534837.91,1178279.3,1001537.41,Accommodations/Food
31697,Porto by Antonio,3534837.91,1178279.3,1001537.41,Accommodations/Food
31698,Scrubs & Beyond,4787846.99,1595949.0,1356556.65,Retail
31699,General Vision Service,4787846.99,1595949.0,1356556.65,Retail
31700,Heartland Hot Bagels,4787846.99,1595949.0,1356556.65,Retail
31701,Custom Embroidery & Printing,4787846.99,1595949.0,1356556.65,Retail
31702,Hello Gorgeous Hair Studio,1889854.62,629951.54,535458.81,Other Services
31703,Trendy Nails Spa,4787846.99,1595949.0,1356556.65,Retail
31704,Mr. Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31705,Vik's Fine Jewelry,4787846.99,1595949.0,1356556.65,Retail
31706,Bob's Locksmith,1889854.62,629951.54,535458.81,Other Services
31707,Phone Repair of Saryeville Plaza,4787846.99,1595949.0,1356556.65,Retail
31708,Terry's Barber Shop,1889854.62,629951.54,535458.81,Other Services
31709,Sayreville Plaza Dry Cleaners,4787846.99,1595949.0,1356556.65,Retail
31710,Pho Da Nang,3534837.91,1178279.3,1001537.41,Accommodations/Food
31711,Route 9 Farmers Market Inc,4787846.99,1595949.0,1356556.65,Retail
31712,Star Nails,4787846.99,1595949.0,1356556.65,Retail
31713,Jacquie's Bridal Inc.,4787846.99,1595949.0,1356556.65,Retail
31714,Island Kitchen Chinese Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31715,Nome's Value & Discount,4787846.99,1595949.0,1356556.65,Retail
31716,Moon & Flower House,3534837.91,1178279.3,1001537.41,Accommodations/Food
31717,Mila Jo Hair Salon,1889854.62,629951.54,535458.81,Other Services
31718,Nome Superette & Bagels,4787846.99,1595949.0,1356556.65,Retail
31719,Princess Nails,4787846.99,1595949.0,1356556.65,Retail
31720,Spa Mellow,4787846.99,1595949.0,1356556.65,Retail
31721,Bario's Pizzeria,3534837.91,1178279.3,1001537.41,Accommodations/Food
31722,Studio Dancers,1889854.62,629951.54,535458.81,Other Services
31723,Book Thug Nation,1889854.62,629951.54,535458.81,Other Services
31724,Jersey Juice Guy,3534837.91,1178279.3,1001537.41,Accommodations/Food
31725,Brew Memories,3534837.91,1178279.3,1001537.41,Accommodations/Food
31726,Jao Social Club,4787846.99,1595949.0,1356556.65,Retail
31727,CBK Studio,4787846.99,1595949.0,1356556.65,Retail
31728,Springville Variety,4787846.99,1595949.0,1356556.65,Retail
31729,Empire Wine & Liquor,4787846.99,1595949.0,1356556.65,Retail
31730,Time Nails & Spa,4787846.99,1595949.0,1356556.65,Retail
31731,Eagle Barbershop,1889854.62,629951.54,535458.81,Other Services
31732,Big B&B Laundromat,4787846.99,1595949.0,1356556.65,Retail
31733,Heartland Cleaners,4787846.99,1595949.0,1356556.65,Retail
31734,PM Pediatrics,5268371.04,1756123.68,1492705.13,Health/Social
31735,Smoothie Express,3534837.91,1178279.3,1001537.41,Accommodations/Food
31736,Richmond Bagels & Deli,4787846.99,1595949.0,1356556.65,Retail
31737,Richmond Discount & Accessories,4787846.99,1595949.0,1356556.65,Retail
31738,Blue Cafeteria,3534837.91,1178279.3,1001537.41,Accommodations/Food
31739,Gold Cafeteria,3534837.91,1178279.3,1001537.41,Accommodations/Food
31740,I'Milky Bubble Tea,3534837.91,1178279.3,1001537.41,Accommodations/Food
31741,Stahl's Pottery Preservation,1889854.62,629951.54,535458.81,Other Services
31742,Osaka Ryu Gin,3534837.91,1178279.3,1001537.41,Accommodations/Food
31743,Sparkle Jewelry,4787846.99,1595949.0,1356556.65,Retail
31744,New Visions Hair Studio,1889854.62,629951.54,535458.81,Other Services
31745,Bagel Run,3534837.91,1178279.3,1001537.41,Accommodations/Food
31746,Woosamonsa Ridge Preserve,1889854.62,629951.54,535458.81,Other Services
31747,The Straight Edge,1889854.62,629951.54,535458.81,Other Services
31748,Arthur & D Hair Salon,1889854.62,629951.54,535458.81,Other Services
31749,Gaia Italian Cafè,3534837.91,1178279.3,1001537.41,Accommodations/Food
31750,Rossy's Bakery & Coffee Shop,4787846.99,1595949.0,1356556.65,Retail
31751,Loisaida Drugs & Surgical,5268371.04,1756123.68,1492705.13,Health/Social
31752,Downtown Florist,4787846.99,1595949.0,1356556.65,Retail
31753,Mashbill Wines and Spirits,4787846.99,1595949.0,1356556.65,Retail
31754,Dental Place,5268371.04,1756123.68,1492705.13,Health/Social
31755,Avenue D Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31756,New Chinatown,3534837.91,1178279.3,1001537.41,Accommodations/Food
31757,Eastpoint,3534837.91,1178279.3,1001537.41,Accommodations/Food
31758,Kaffs Bakery,4787846.99,1595949.0,1356556.65,Retail
31759,L'Atelier de Joël Robuchon,3534837.91,1178279.3,1001537.41,Accommodations/Food
31760,Unique Jewelry & Gifts,4787846.99,1595949.0,1356556.65,Retail
31761,Barnes & Noble Café Eatontown,3534837.91,1178279.3,1001537.41,Accommodations/Food
31762,Madame Bonté Café,3534837.91,1178279.3,1001537.41,Accommodations/Food
31763,A-Jiao Sichuan Cuisine,3534837.91,1178279.3,1001537.41,Accommodations/Food
31764,Uncle Frankie's Brick Oven Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31765,Snips-n-Clips,1889854.62,629951.54,535458.81,Other Services
31766,Brancaccio's Food Shop,4787846.99,1595949.0,1356556.65,Retail
31767,Stang Thai,3534837.91,1178279.3,1001537.41,Accommodations/Food
31768,Chino Corner Deli,4787846.99,1595949.0,1356556.65,Retail
31769,Steeplechase Coffee,3534837.91,1178279.3,1001537.41,Accommodations/Food
31770,Batata Pita Bar,3534837.91,1178279.3,1001537.41,Accommodations/Food
31771,Tri Parkway Cleaners,4787846.99,1595949.0,1356556.65,Retail
31772,Emily's Pork Store,4787846.99,1595949.0,1356556.65,Retail
31773,Xi Duo Duo Grocery Inc.,1889854.62,629951.54,535458.81,Other Services
31774,Realm Inc Laundromat,4787846.99,1595949.0,1356556.65,Retail
31775,Great Dragon Chinese Food,3534837.91,1178279.3,1001537.41,Accommodations/Food
31776,Asea Sushi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31777,Lucky,4787846.99,1595949.0,1356556.65,Retail
31778,Kim Wei Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31779,The Red Grill,3534837.91,1178279.3,1001537.41,Accommodations/Food
31780,Casa Bocada,3534837.91,1178279.3,1001537.41,Accommodations/Food
31781,Blackseed Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31782,Batter and Crumbs,3534837.91,1178279.3,1001537.41,Accommodations/Food
31783,The Fresh Works,3534837.91,1178279.3,1001537.41,Accommodations/Food
31784,Pretzel Workz,3534837.91,1178279.3,1001537.41,Accommodations/Food
31785,Philly Tacos,3534837.91,1178279.3,1001537.41,Accommodations/Food
31786,The Tasty Toast,3534837.91,1178279.3,1001537.41,Accommodations/Food
31787,22nd Street Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31788,Tackle Cart,1889854.62,629951.54,535458.81,Other Services
31789,Bagels R Us,4787846.99,1595949.0,1356556.65,Retail
31790,Paradise Nail Inc I,4787846.99,1595949.0,1356556.65,Retail
31791,Giuseppe's Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31792,La Trafila Pasta,1889854.62,629951.54,535458.81,Other Services
31793,Rince Nail & Spa,4787846.99,1595949.0,1356556.65,Retail
31794,Olympic Laundry,4787846.99,1595949.0,1356556.65,Retail
31795,Tsai Beauty Salon,4787846.99,1595949.0,1356556.65,Retail
31796,Gourmet Croissant,1889854.62,629951.54,535458.81,Other Services
31797,Candy Love,1889854.62,629951.54,535458.81,Other Services
31798,Caton Deli Luncheonette,4787846.99,1595949.0,1356556.65,Retail
31799,Llama San,3534837.91,1178279.3,1001537.41,Accommodations/Food
31800,Der Pioneer,4787846.99,1595949.0,1356556.65,Retail
31801,The Gilded Grape,4787846.99,1595949.0,1356556.65,Retail
31802,La Flor de Santa Ines,4787846.99,1595949.0,1356556.65,Retail
31803,Centella Sports,4787846.99,1595949.0,1356556.65,Retail
31804,Sunday Motor Co.,3534837.91,1178279.3,1001537.41,Accommodations/Food
31805,Wizard of Pawz,1889854.62,629951.54,535458.81,Other Services
31806,Steck's North Deli,4787846.99,1595949.0,1356556.65,Retail
31807,Kimi Nails,4787846.99,1595949.0,1356556.65,Retail
31808,Valley Integrative Pharmacy,1889854.62,629951.54,535458.81,Other Services
31809,Cafe Carriage House,3534837.91,1178279.3,1001537.41,Accommodations/Food
31810,Lil Pickles Deli,4787846.99,1595949.0,1356556.65,Retail
31811,Village Cleaners at the Hill,4787846.99,1595949.0,1356556.65,Retail
31812,Sakana,3534837.91,1178279.3,1001537.41,Accommodations/Food
31813,blooms,4787846.99,1595949.0,1356556.65,Retail
31814,Cherrybrook Premium Pet Supplies,4787846.99,1595949.0,1356556.65,Retail
31815,Somerset Valley Urgent Care,5268371.04,1756123.68,1492705.13,Health/Social
31816,King,3534837.91,1178279.3,1001537.41,Accommodations/Food
31817,Gastec Enterprises,1889854.62,629951.54,535458.81,Other Services
31818,Nordstrom ebar,3534837.91,1178279.3,1001537.41,Accommodations/Food
31819,go! Calendars,1889854.62,629951.54,535458.81,Other Services
31820,ThaiMax,3534837.91,1178279.3,1001537.41,Accommodations/Food
31821,chickennow,3534837.91,1178279.3,1001537.41,Accommodations/Food
31822,Fuwa Teriyaki Food,3534837.91,1178279.3,1001537.41,Accommodations/Food
31823,Lotus Express,3534837.91,1178279.3,1001537.41,Accommodations/Food
31824,Fruit Sensations,3534837.91,1178279.3,1001537.41,Accommodations/Food
31825,Go! Games & Toys,4787846.99,1595949.0,1356556.65,Retail
31826,CustomT's,4787846.99,1595949.0,1356556.65,Retail
31827,Tempur-pedic,1889854.62,629951.54,535458.81,Other Services
31828,Bistro at Cherry Hill,3534837.91,1178279.3,1001537.41,Accommodations/Food
31829,White Barn,1889854.62,629951.54,535458.81,Other Services
31830,Quails,4787846.99,1595949.0,1356556.65,Retail
31831,Aveo Art Gallery,4787846.99,1595949.0,1356556.65,Retail
31832,Sole Mate,1889854.62,629951.54,535458.81,Other Services
31833,Aveda,4787846.99,1595949.0,1356556.65,Retail
31834,Woops!,3534837.91,1178279.3,1001537.41,Accommodations/Food
31835,Liftman,4787846.99,1595949.0,1356556.65,Retail
31836,Marc Cain,4787846.99,1595949.0,1356556.65,Retail
31837,99 Cents And Up NYC,4787846.99,1595949.0,1356556.65,Retail
31838,sLICe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31839,American Eye Care,4787846.99,1595949.0,1356556.65,Retail
31840,Backyard Brick Oven,4787846.99,1595949.0,1356556.65,Retail
31841,Wooden Shoe Books,1889854.62,629951.54,535458.81,Other Services
31842,Gianni's Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31843,Baldwin Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31844,Ave B Beer & Cigars,1889854.62,629951.54,535458.81,Other Services
31845,Lucky 999 Laundromat,4787846.99,1595949.0,1356556.65,Retail
31846,Wellzen Lounge,4787846.99,1595949.0,1356556.65,Retail
31847,San Atanacio Deli-Grocery & Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31848,"Quick Graphics, Inc.",1889854.62,629951.54,535458.81,Other Services
31849,Kolhelly,3534837.91,1178279.3,1001537.41,Accommodations/Food
31850,9th Avenue Gourmet Deli,4787846.99,1595949.0,1356556.65,Retail
31851,Cinder Bar,3534837.91,1178279.3,1001537.41,Accommodations/Food
31852,Oyishi Japan,3534837.91,1178279.3,1001537.41,Accommodations/Food
31853,9th Street Laundry,4787846.99,1595949.0,1356556.65,Retail
31854,Toast & Roast,3534837.91,1178279.3,1001537.41,Accommodations/Food
31855,sek'ənd sun,3534837.91,1178279.3,1001537.41,Accommodations/Food
31856,Nueva Victoria Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31857,Bad Habits Astoria,3534837.91,1178279.3,1001537.41,Accommodations/Food
31858,Z Market,4787846.99,1595949.0,1356556.65,Retail
31859,Invicta,1889854.62,629951.54,535458.81,Other Services
31860,Savida,3534837.91,1178279.3,1001537.41,Accommodations/Food
31861,Dilli Bistro,3534837.91,1178279.3,1001537.41,Accommodations/Food
31862,Soup & Gyro,3534837.91,1178279.3,1001537.41,Accommodations/Food
31863,Burrito Mariachi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31864,Akimoto Sushi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31865,Shop Namira,4787846.99,1595949.0,1356556.65,Retail
31866,Fresh Curry,3534837.91,1178279.3,1001537.41,Accommodations/Food
31867,1803,3534837.91,1178279.3,1001537.41,Accommodations/Food
31868,Tavern On Reade,3534837.91,1178279.3,1001537.41,Accommodations/Food
31869,Gran Morsi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31870,Five & Dime,3534837.91,1178279.3,1001537.41,Accommodations/Food
31871,H K Wonton Garden,3534837.91,1178279.3,1001537.41,Accommodations/Food
31872,Tonii's Fresh Rice Noodle,3534837.91,1178279.3,1001537.41,Accommodations/Food
31873,Hop Kee,3534837.91,1178279.3,1001537.41,Accommodations/Food
31874,Noodle Village,3534837.91,1178279.3,1001537.41,Accommodations/Food
31875,Pinklady Cheese Tart,3534837.91,1178279.3,1001537.41,Accommodations/Food
31876,Wok Wok Southeast Asian Kitchen,3534837.91,1178279.3,1001537.41,Accommodations/Food
31877,Chinese Tuxedo,3534837.91,1178279.3,1001537.41,Accommodations/Food
31878,Sam's Deli,4787846.99,1595949.0,1356556.65,Retail
31879,Juku,3534837.91,1178279.3,1001537.41,Accommodations/Food
31880,Asia Roma,3534837.91,1178279.3,1001537.41,Accommodations/Food
31881,Chipilo,3534837.91,1178279.3,1001537.41,Accommodations/Food
31882,Daniel Corpuz Chocolatier,4787846.99,1595949.0,1356556.65,Retail
31883,波記潮州小食,3534837.91,1178279.3,1001537.41,Accommodations/Food
31884,WK,3534837.91,1178279.3,1001537.41,Accommodations/Food
31885,Yeah Shanghai Deluxe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31886,Sweet House Drinks and Desserts,3534837.91,1178279.3,1001537.41,Accommodations/Food
31887,Kong Sihk Tong,3534837.91,1178279.3,1001537.41,Accommodations/Food
31888,Yunshang Rice Noodle,3534837.91,1178279.3,1001537.41,Accommodations/Food
31889,Cafe Hong Kong,3534837.91,1178279.3,1001537.41,Accommodations/Food
31890,Shinsen Sushi Izakaya & Bar,3534837.91,1178279.3,1001537.41,Accommodations/Food
31891,Joe's Shanghai,3534837.91,1178279.3,1001537.41,Accommodations/Food
31892,Chikarashi Isso at Hotel 50 Bowery,3534837.91,1178279.3,1001537.41,Accommodations/Food
31893,Sushi Noz,3534837.91,1178279.3,1001537.41,Accommodations/Food
31894,Noz Market,3534837.91,1178279.3,1001537.41,Accommodations/Food
31895,Tri Dim Shanghai,3534837.91,1178279.3,1001537.41,Accommodations/Food
31896,Rothschild TLV,3534837.91,1178279.3,1001537.41,Accommodations/Food
31897,Wrap-N-Run Grill,3534837.91,1178279.3,1001537.41,Accommodations/Food
31898,Eli's Night Shift,3534837.91,1178279.3,1001537.41,Accommodations/Food
31899,Due,3534837.91,1178279.3,1001537.41,Accommodations/Food
31900,Modern Bread and Bagel,3534837.91,1178279.3,1001537.41,Accommodations/Food
31901,Daona,4787846.99,1595949.0,1356556.65,Retail
31902,Emmy Squared–Upper East Side,3534837.91,1178279.3,1001537.41,Accommodations/Food
31903,Antonucci Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31904,Sistina,3534837.91,1178279.3,1001537.41,Accommodations/Food
31905,E.A.T.,3534837.91,1178279.3,1001537.41,Accommodations/Food
31906,Serafina Juice Bar,3534837.91,1178279.3,1001537.41,Accommodations/Food
31907,Three Guys,3534837.91,1178279.3,1001537.41,Accommodations/Food
31908,Caravaggio,3534837.91,1178279.3,1001537.41,Accommodations/Food
31909,Via Quadronno,3534837.91,1178279.3,1001537.41,Accommodations/Food
31910,Avena,3534837.91,1178279.3,1001537.41,Accommodations/Food
31911,Altesi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31912,Supreme Snail Emporium,3534837.91,1178279.3,1001537.41,Accommodations/Food
31913,Amaranth,3534837.91,1178279.3,1001537.41,Accommodations/Food
31914,Avra Madison Estiatorio,3534837.91,1178279.3,1001537.41,Accommodations/Food
31915,Freds Madison Avenue,3534837.91,1178279.3,1001537.41,Accommodations/Food
31916,Serafina Osteria,3534837.91,1178279.3,1001537.41,Accommodations/Food
31917,Peperino,3534837.91,1178279.3,1001537.41,Accommodations/Food
31918,Fordham University Lincoln Center Campus Bookstore,1889854.62,629951.54,535458.81,Other Services
31919,Alan’s Marketplace,4787846.99,1595949.0,1356556.65,Retail
31920,Marea,3534837.91,1178279.3,1001537.41,Accommodations/Food
31921,Super Taste,3534837.91,1178279.3,1001537.41,Accommodations/Food
31922,Kuih Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31923,S. Wan Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31924,99 Favor Taste,3534837.91,1178279.3,1001537.41,Accommodations/Food
31925,New Kim Tuong,3534837.91,1178279.3,1001537.41,Accommodations/Food
31926,New York Canton Lounge,3534837.91,1178279.3,1001537.41,Accommodations/Food
31927,Kingwuu,3534837.91,1178279.3,1001537.41,Accommodations/Food
31928,Halal Food,3534837.91,1178279.3,1001537.41,Accommodations/Food
31929,HUMBLE FISH,3534837.91,1178279.3,1001537.41,Accommodations/Food
31930,Macao,3534837.91,1178279.3,1001537.41,Accommodations/Food
31931,Grand Kosher Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31932,A. 1. PIZZA SHOP,3534837.91,1178279.3,1001537.41,Accommodations/Food
31933,Ernesto's,3534837.91,1178279.3,1001537.41,Accommodations/Food
