id,name,avg_revenue,avg_bills
10525,Docksider Ship's Store,2911855.36,2285201.44
10526,Golden Gate Jewelry,3886385.65,2817274.58
10527,The Tidy Bin Company,2598369.39,2345743.7
10528,Unite Pharmacy,2724196.51,2245598.82
10529,Bloom Nail's,2369090.59,1421615.24
10530,Park Deli,1186448.15,751625.15
10531,Park Liquor,1233444.36,800328.96
10532,Best Barbershop,1748885.58,1502392.92
10533,Century 20 Antiques,4518402.23,3921106.7
10534,A Garden Party Salon,2480512.21,2119472.02
10535,Roma Salon,3338824.66,2734821.51
10536,Luxi Nails & Spa,863823.76,802481.27
10537,MeeTU,2893393.66,2353607.33
10538,Main Street Highland Park,110812.4,98717.3
10539,Ms. Joann's Beauty Salon,2073486.77,1440241.22
10540,Herbalicity,4743614.03,4319262.84
10541,Art Gallery Tattoo,2375533.08,1978538.87
10542,The Optical Shop,1560953.89,1292046.92
10543,Boho Luv Boutique,3500043.8,2984192.02
10544,Headz or Nailz Salon,4534471.34,3957482.21
10545,Fortunato Concrete Pools,2086622.24,1493535.1
10546,Mysty Rose by Merkk,1898692.31,1171108.72
10547,Custom Land,4655345.77,2872354.75
10548,Cards 2 Go,4265443.3,3529379.87
10549,250 Years,3118532.42,2054986.93
10550,Steals & Deals,1187872.9,1090465.07
10551,Liberty Market,1717226.64,1178826.37
10552,The Market,4758420.72,3945903.8
10553,Play the Field,201776.9,172415.75
10554,Abruzzo Mercato,3874611.22,2426481.22
10555,National Carpet,4620781.95,3535260.07
10556,Magic Cleaners (JP Cleaners),4692947.9,4385796.85
10557,NikkiSnips Hair Salon,2002883.68,1203406.02
10558,Colorful Nails and Spa,4237122.13,3664879.6
10559,"Kitchen Kraftsman - Remodeling, Cabinets, Flooring",4132636.4,3081892.07
10560,"Corradino & Papa, LLC",3624936.85,2450350.26
10561,Dreamland Smokes,4889086.14,3780046.64
10562,Nick's Auto Sales,2441753.37,2241757.77
10563,Hudson Honda,1693366.13,1042223.42
10564,Everyday Savings,771985.22,528621.31
10565,XIOS,4234530.6,2621823.22
10566,La Luna,1041617.36,883427.94
10567,Noah Electronics and Wireless,2098749.04,1900978.71
10568,bercian signs,721528.7,683561.64
10569,Kennedy Tire & Wheels,1966089.9,1392560.16
10570,Crown Liquors,258855.86,231587.79
10571,New Image,2910173.91,2059217.81
10572,Mike's Discount,4814542.32,4536782.38
10573,Gonzalo Kovach,101520.08,92127.75
10574,Vicky's Nails,3975199.12,3220081.86
10575,La Roca,1789114.49,1598553.3
10576,Tech Depot,2655719.26,2090480.88
10577,Roma,2479580.59,1953783.48
10578,Furniture Direct,1608892.01,1162127.37
10579,Tonnelle Truck Tire,3643142.9,2463741.13
10580,Natural Skin Care,895459.88,729288.67
10581,The Tunnel Convenience Store,3176800.27,2625313.4
10582,Universal,4093009.29,3739357.98
10583,Lens Lab Express,2224720.63,1970015.41
10584,Colombiana Boutique,2175767.89,2054425.79
10585,Bon Épi,2829972.03,2456326.43
10586,Los Padrinos,3078986.04,2731640.71
10587,Delicious Sport Wear,3558825.56,2376179.02
10588,"Danielle Coyle, Realtor - The Coyle Real Estate Team",736566.53,513963.63
10589,Maxs Beer Wine & Liquor,2034207.37,1386844.25
10590,Calico CPA,1086275.44,706176.98
10591,Artifact Visions,1300901.64,854561.65
10592,Tropic Bowls,241675.58,204481.69
10593,Carpets Unlimited,2827830.83,1717545.02
10594,ValuClean Cleaners,4470599.75,4163980.15
10595,Salon Shampoo,1937938.1,1783142.37
10596,Super K Food Store,4547265.91,3869404.06
10597,QRH20 Water Store,2108392.39,1580653.73
10598,Mint Nails,3652097.36,3408409.06
10599,Lucy Cleaners,4288448.67,2816832.02
10600,Premier Meat Market,851779.17,569583.24
10601,James Edward Salon & Bridal,2592726.7,1814609.61
10602,Big Pack Hobby Shop,2306264.09,1990073.35
10603,Dr. Mufflers Auto Repair,4994368.49,4737741.38
10604,The Frosted Nug,215851.72,202138.14
10605,Nick's Sandwich Shop,2117059.57,1848551.78
10606,Twin Armory LLC,2578883.29,1661149.05
10607,Leash N' Lather,2862263.39,2156181.17
10608,Nails Sketch,1543552.96,1285329.81
10609,The Law Offices Of Peter Van Aulen,81818.07,50117.88
10610,Felicity Hair Salon,810898.79,682800.24
10611,Bella Nails & Spa,3546770.22,2375992.97
10612,Chand Mortgage,4913327.86,4599991.14
10613,Strzepek Group | LPT Realty,191920.32,118026.35
10614,Love Hair Salon,3200959.74,2978346.17
10615,Handsome Devil Tattoo Company,3058563.65,1990465.6
10616,Mucci's Italian Market,1622843.22,1328076.79
10617,Art Nails,4262302.83,2827475.46
10618,Laundry Smart,2665526.62,2425711.69
10619,Saddle Brook Liquor & Bar,629597.04,456627.92
10620,Mike's Mattress & Furniture,4706367.74,3183927.45
10621,Kimbridge Florist Cards & Gifts,1772486.82,1086889.14
10622,TLC Plus III,4961412.96,3796914.56
10623,Nail Dazzle,2742210.13,2111595.19
10624,Miracle Leaf,956602.24,879586.86
10625,The Medicine Shoppe,1607382.54,1311756.67
10626,The Real Deal BBQ,4743401.37,4017515.57
10627,Clinton Bicycle Shop LLC,3864994.19,2775462.32
10628,Maria's Italian Bakery,3515588.91,2143575.48
10629,Amy's Royal Treatment,4785901.89,3053121.06
10630,J&J Tires & Wheels,160345.66,120735.68
10631,Massage - Moonlight Day Spa,4647107.18,3480831.2
10632,Kwik Chek,2787977.53,2047485.42
10633,Circle Auto Group,641252.47,556205.0
10634,Bordentown Laundromat,197663.43,153471.42
10635,Ocean City Jewlers,3766258.21,2442907.02
10636,Fisherman's Cove,3698308.24,2743202.57
10637,PoppinPuffs,3926024.54,3437722.36
10638,L.E.H. Soap company,4617680.01,3882081.54
10639,Marty's Beach Wear,259808.33,220785.12
10640,The Jewelry hut,3097023.39,2072670.11
10641,Mike's Toys & Collectibles,3867161.6,3196799.23
10642,CandyLand,301080.38,214003.46
10643,Ocean City Coffee CO.,359620.83,226934.61
10644,VR connection,192901.94,138868.3
10645,all campus - hats,2052797.3,1557836.27
10646,Bad Kitty,4238806.47,3860415.91
10647,Old Time Photos,3424163.5,2264933.57
10648,Rudolph Research Analytical,1149548.74,888975.75
10649,Barefoot Trading Co.,114814.78,100340.84
10650,Shelly's by the Sea,3505166.01,2701301.71
10651,Down the Shore,4575470.86,3693845.06
10652,Pushpa's Beach Jewelry,4657090.95,4025329.69
10653,Silver Secret Jewelry,4070407.61,3202445.1
10654,Candy Tyme,3477093.18,3014144.33
10655,Jilly' Souvenirs & Gifts,892248.68,776314.16
10656,Douglass Fudge,1878984.71,1570112.42
10657,Capswag.com,682402.82,643522.2
10658,Silver Secret,1622810.31,1482475.61
10659,Custom Airbrush,4377184.24,3964115.32
10660,Sweetheart Coast,1783285.63,1581823.47
10661,Stainton's Gallery by the sea,4052455.19,3569244.22
10662,Spark,708998.29,605845.52
10663,The Greenhouse Music Co.,4102141.62,2670985.52
10664,Vaseful Flowers & Gifts,729936.51,621989.3
10665,Hung Vuong Food Market,3589507.37,2462583.62
10666,High Profile of Somerdale Dispensary,3589790.93,2601643.48
10667,O P Metuchen Books,4571387.53,4023779.41
10668,The Print Shop,4465209.73,3199848.02
10669,Genipox Wellness & Spa,767283.44,618736.28
10670,My Unique,2730247.92,2206891.37
10671,P.C. Hardwood Floors,884198.4,821997.98
10672,Double D Construction,1380925.06,930484.66
10673,Defense Tattoo,3944430.03,2443016.88
10674,Jersey City Fish Stand,3166678.8,2049623.29
10675,Legacy Auto NJ,679577.74,507300.57
10676,District 1199 J National Union,3209496.83,2950014.29
10677,Simple Smiles Dentistry of Paterson,264156.72,199752.06
10678,Freedom Towing,4304595.53,3027161.15
10679,Comprehensive Insurance Agency,1479248.21,1067255.93
10680,Christina's,2158377.91,1332117.73
10681,Marchese Real Estate,3009446.46,2468137.86
10682,Daves Tackle Shop,4109033.87,2620921.55
10683,Lillians Market,3722477.63,3352938.41
10684,South Jersey Auto Parts,1357025.82,1176756.21
10685,CarMax,3794242.27,3501508.28
10686,Gabe's,2455565.03,1673164.4
10687,Prestige Nails,608983.38,576422.23
10688,Land's End,475929.71,351776.47
10689,Crate & Barrel Outlet,4778579.21,3178099.07
10690,NJ Paver Restorations,606731.15,414029.47
10691,"Hiering, Dupignac, Dunn & Schreiber, P.C.",2475305.52,1749006.57
10692,Oliverie Funeral Home,1360217.87,965815.43
10693,Blink By Mack,2361005.86,1421919.41
10694,Maxima Cosmetics,2547425.5,1832977.0
10695,Horizon Copy & Printing Center,4585669.54,2954326.47
10696,Happy Nails Saddle Brook,3466920.4,2403854.43
10697,It's Lit Smoke Shop,79810.59,52398.87
10698,Bagel Bros Deli,759595.31,494011.7
10699,Bergen Coin Exchange,3897690.93,3489134.14
10700,EZ In & Out Convenience Store & Smoke Shop,304862.78,216886.34
10701,One Price Dry Cleaning,2329314.11,1688072.02
10702,Premier Sports Cards LLC,4269523.87,2717330.47
10703,Prince Cutz Barber Shop,2156362.61,1482698.54
10704,LFG AUTO,4841060.39,3155701.81
10705,Hasmedia,4057324.3,3368460.13
10706,Rowan,2702128.95,1707815.05
10707,Cleopatra,3112755.12,1931254.53
10708,Nails By Us,2969899.38,1836622.55
10709,Cawmans Antiques & Things,1160432.28,1040367.1
10710,Hudson's Grill,3073101.24,2035181.67
10711,Lomo'Da Massage and Spalette,2227407.82,1691438.23
10712,The Hairports Wash and Blow Dry Bar,3365630.81,2729898.39
10713,Deli Delight,3851084.25,3641981.64
10714,New Nails,1380058.92,936776.75
10715,AK Studio Barbershop,3255966.96,2507918.54
10716,Dante Zeller Tuxedo,2388308.18,1997881.57
10717,New Pearl Cleaners & Tailors,2417207.65,2151256.77
10718,Ideal Part Stylist,1576675.52,1121186.36
10719,Panasonic U.S.A.,785750.86,493933.65
10720,Genova Burns,1295320.78,913914.22
10721,Structure Studio,755611.23,624816.25
10722,Newark Symphony Hall Corporate Office,124810.71,98393.87
10723,Cosmo's,800923.51,601821.27
10724,Office of Newark North Ward Councilman - Anibal Ramos Jr,1307060.99,940203.85
10725,Newark Discount Wine & Spirits,4981105.76,4002161.77
10726,Tick Tock Cleaners,343848.67,223356.26
10727,Office of State Senator Maria Teresa Ruiz,3669454.46,3143820.42
10728,Law Offices of Michael V. Calabro,442706.45,319688.56
10729,Cyber Knight Computers,3899060.55,2765159.26
10730,Spin & Grin Laundromat,107425.26,71782.45
10731,Qi Zhang Academy of Fine Arts,1890184.87,1556908.32
10732,Prudential Financial,3604344.94,2255657.95
10733,Gadoll Auto Services,4230132.77,3527114.96
10734,Secrets To Plush,3422844.43,2683062.52
10735,Dave's Auto Body,4625314.01,3708225.32
10736,Mr. B's Tire & Auto Service,222107.46,172070.88
10737,City Wide Towing,3393611.56,2271990.38
10738,Delta Auto Repair,3340998.34,2736600.63
10739,Mr. Guy's Auto,497584.31,349879.74
10740,Cozy Cohost,3904540.9,3135824.62
10741,Ocean Auto Repair,2302117.06,1629247.71
10742,La Moda,3012692.99,2105254.65
10743,Olguita's Deli,3112059.81,2789742.02
10744,Florida Grocery & Convenience Store,4261162.87,3492064.64
10745,La Tipica Grocery,551784.69,351094.97
10746,AC Auto Service,991490.77,700732.82
10747,Dominican Barber,2891986.41,2028741.13
10748,Salon Infinity,2551018.75,1883942.83
10749,Arctic Auto Repair,4569702.61,2933708.84
10750,Vina Auto,1860189.55,1142488.19
10751,Arctic General Store,4924756.09,4592779.28
10752,Botanica Cubayende & Speciality Gifts,1570396.51,1062771.41
10753,Formica Freitag Bakery & Cafe,1637927.02,1034375.7
10754,Julian Tailors,3821260.63,2414676.01
10755,A. Rando Bakery,3436483.08,2336475.68
10756,Super Mini Mart,1746528.12,1135786.84
10757,La Latina Barber Shop,3369485.75,2909114.49
10758,Salt Air Botanicals,1064282.11,956575.41
10759,The Pier News Stand,2796100.45,1756028.72
10760,Sports City,1830286.9,1552383.97
10761,Essentials 24hr One Stop Shop,2110223.48,1950746.1
10762,Style & Trend,4261509.21,3279891.09
10763,d' Oro,158925.01,137012.23
10764,Signature Liquors,3285498.67,2747563.0
10765,Love Toys,231404.78,142682.11
10766,The Schultz-Hill Foundation,4716096.55,2998249.42
10767,Thuy-Land Gold,4922987.1,4018047.37
10768,The THC Shop,2847326.67,2041941.21
10769,Food 4 Less,2839587.22,2570187.9
10770,Wood's Loan Office,388346.47,288041.8
10771,Playground Video,3240805.71,2998463.61
10772,Honey Buzz Farms,4023466.51,3273136.31
10773,Ocean Therapy,371302.39,241625.83
10774,Cali's Variety,2437712.93,1621229.26
10775,Hi-Five Communications,2402814.91,1637446.42
10776,Center City Deli,1254702.39,985534.86
10777,Miss Audrey's Tailor & Thrift,1844937.2,1247968.42
10778,AC Fashion & More,1996772.19,1710779.43
10779,Late Night Wine & Liquor,851631.81,638746.1
10780,Savon Discount,4032536.27,2920293.9
10781,Unique Variety,2900016.81,2516742.09
10782,Carlos Pizza & Grill,3650408.7,2705976.21
10783,Khan's Discount Store,1465484.62,1137870.85
10784,Panaderia Rodriguez Restaurant,2047670.1,1839254.55
10785,Local 68 Operating Engineers Atlantic City Office,1807974.17,1301437.88
10786,Dreams Atlantic City,4048406.41,2919039.74
10787,Hideaway Atlantic City,1562979.82,1307304.44
10788,Atlantic County Residents Outreach Association Consignment Shop,4890492.5,4237073.99
10789,Deuces Barbershop,1715162.53,1622416.0
10790,African Hair Braiding,3581783.35,2616835.61
10791,JY Enterprises,4153050.17,3564091.62
10792,Mariame Super Hair Braiding Salon,590042.23,533555.62
10793,Carlton Laundromat,2902903.14,2015032.94
10794,DraftKings Sportsbook,4547004.85,3344409.4
10795,Margaritaville Retail Store,1812303.15,1166395.93
10796,AKA,1341750.63,1223612.86
10797,Luxe 78,3854738.7,3075707.77
10798,Rae's Farmer Market,4857255.71,3218184.36
10799,Sunrise Nails Spa,4920574.4,4174212.16
10800,Montclair Bread Company,1054849.44,890667.18
10801,Atlantic Salt Inc,3322473.75,2185200.84
10802,Essex Cement Company,1766920.67,1494868.01
10803,Barlow Chevrolet,4291804.13,3826575.38
10804,Hartford Deli & Smokeshop,2049329.58,1836407.62
10805,Joe Canal's Discount Liquor Outlet,3382496.75,2030587.76
10806,"Riverton Pool Supply, Maintenance & Christmas Store",1557270.26,1007120.42
10807,Christina's Nail & Spa,113383.46,73171.32
10808,Todd Marcus Birds Exotic,2090028.33,1506288.44
10809,Cappadocia Turkish Market,1959785.38,1211987.05
10810,The Butcher & Grill,1526090.4,1155962.62
10811,Allure Nail Bar,1722114.56,1371317.52
10812,Unionwear,4208763.09,3668598.04
10813,Metuchen Massage Therapy,4730449.29,3677879.18
10814,Razorsharp Barbershop & Shave Parlor,1654873.96,1088456.35
10815,Woodbury City Hall,3028640.77,2775433.0
10816,evnia hair studio,2155347.51,1914422.18
10817,Morris County Career Training Center,4796236.11,3260584.19
10818,The Cellar Wine & Spirits,4035149.3,2810382.0
10819,Rock Shop,1235582.22,892102.93
10820,Prestige Boutique,800574.44,635007.49
10821,Rock Spa & Salon,4724366.89,3281718.11
10822,24K,4879024.77,3096021.65
10823,Hard Rock Store,4220231.38,3018854.03
10824,Law Office Of Eric B. Hannum Esq. LLC,4490408.51,3353801.72
10825,Thiana Mini Market,3648215.1,2376310.26
10826,Cedar Food Market V,858809.54,578284.41
10827,Violet Mae's,1379343.37,1238891.32
10828,Sea Breeze Cleaners Laundry,3767948.73,2832357.29
10829,JJ Food Grocery,1988529.8,1219980.36
10830,Barbershop 22,2591758.65,2007042.4
10831,USA Professional Services,4029330.33,3549120.26
10832,Diamondback Massage Therapy,2292646.58,1625765.44
10833,"Blume, Forte, Zerres, Molinari, Makowicz, Elwood, Zenna & Feldman, PC",2596124.32,2190504.4
10834,Firestone Complete Auto Care,169442.47,133276.83
10835,MyThai Massage & Wellness,258143.86,217180.04
10836,Commissary,2744569.77,2079633.19
10837,Exchange,2975458.23,2045816.4
10838,The Train Doctor,3398948.53,3023244.46
10839,Faro Pest Control,1517714.7,1090121.77
10840,New Jersey Registered Agent,4218234.38,2890243.48
10841,South Jersey Classics,1283349.14,935646.09
10842,Beef Jerky Experience,1272285.49,782890.83
10843,Lace Silhouette Lingerie,3037963.49,2294507.94
10844,Henry's,3039920.47,2478355.56
10845,Jacks Laundromat,4762268.8,2875440.73
10846,De Jesus Deli & Market,1150885.89,865144.51
10847,SuperFresh,3401255.21,2976350.77
10848,Summer Fun Surf Shop,2130296.64,1744326.34
10849,Swede Things,3843027.39,3018086.35
10850,Gallery D'May,2484294.01,1705377.86
10851,The Cheese Chop,2882483.6,2628866.44
10852,Whale's Tale,4073577.75,3486532.16
10853,South of Jackson,1488555.8,900756.82
10854,It's a Breeze,3075131.79,2763614.08
10855,Great White Shark,3584786.96,2502496.97
10856,Cape May'd,4288129.64,3609803.44
10857,Angie's Grocery,1329514.0,935182.74
10858,Cape May Surf,4327913.9,2617366.0
10859,Stitch by Stitch,4803441.61,3509477.64
10860,The Days Sustainable Apparel,1563230.08,1245495.43
10861,Meva,3885464.48,3228998.38
10862,Jersey Cape Realty,3630431.89,3326889.94
10863,Liquor Lot,2635697.53,1818187.65
10864,East West Asian Supermarket,3739191.86,3468222.42
10865,Myra's Bakery,2549143.39,2405135.4
10866,Ledgewood Autobody,2626190.91,1654342.06
10867,Commvault,3602237.71,2757528.99
10868,"Varcadipane & Pinnisi, PC",4812211.94,3685755.22
10869,Hunterdon Ski and Snowboard,3603753.55,2814995.21
10870,Sahara Pools,1197765.34,990279.74
10871,Synergy Wellness and MediSpa,75627.62,70943.42
10872,Easy Way Laundromat,2125527.08,1947490.68
10873,Greyhound/Flixbus Newark Ticket Office,2551378.44,1879521.39
10874,Max Smoke,2321191.38,1856691.53
10875,Aquarium Paradise,4482467.96,3141195.19
10876,Fine Touch Nails Spa,779704.68,697700.95
10877,Saicare Pharmacy,1068681.58,886850.13
10878,RE/MAX Professionals,3911159.65,2669206.02
10879,Fresh & Clean Laundromat,1439066.25,1252340.99
10880,Prime Refunds,1376963.11,972021.99
10881,Blue Star Pure Water,1348468.55,1023438.73
10882,IBEW 164 JATC,3092276.48,2346397.44
10883,Jayce Baudry French Pastry,4983572.03,4654570.84
10884,Mike's Shoe Repair,128895.35,85476.59
10885,J&P Dry Cleaner & Tailor,2056602.73,1503934.56
10886,Belleville Automotive Parts & Supply,4884587.5,3317321.07
10887,Specs Plex,4097521.73,2948819.64
10888,Rock City Tattoos & Body Piercing,518353.3,395827.29
10889,Belleville Barbershop,2413392.26,1853979.1
10890,Perfectly Polished Nails and Spa,2663487.2,2009093.89
10891,T & L Rinaldi’s Italian Specialty Deli & Grocery,4372487.74,3549469.97
10892,West 10 Tire & Auto,2407190.92,1992641.14
10893,West 10 Express Lub,3830153.46,3447482.87
10894,Magic World of Roses,215243.91,157727.79
10895,Calima Bakery,4274900.64,2916707.98
10896,Day Spa II,3865067.57,3043490.53
10897,ABB Floors & Window Treatments,595402.32,486274.15
10898,Modern Salon,3581086.54,2958453.83
10899,Tuxedos by Moattari Menswear,4311959.61,3530777.69
